,id,title,assignee,abstract,title_en,assignee_en,abstract_en,label_id
10,dd6e7f96f0aa459cb9598945e3d2abda,产生用于增量冗余HARQ通信装置的低密度奇偶校验码的设备和方法,华为技术有限公司,本发明涉及一种用于基于大小为m×n的第一原模图矩阵P产生大小为(m+d)×(n+d)的第二原模图矩阵P的设备和方法，其中，第一原模图矩阵P定义第一码H，其中，第二原模图矩阵P定义第二码H。该设备包括处理器，用于：基于第一原模图矩阵P使用行拆分产生大小为(m+d)×(n+d)的辅助原模图矩阵P′；产生d个随机整数，其中d＝d??d；产生大小为d×(n??m)的二进制矩阵M，其中二进制矩阵M的行是基于d个随机整数而产生；通过提升二进制矩阵M产生矩阵M′；产生大小为d×d的矩阵I，其中矩阵I具有零循环移位作为对角线元素以及空循环移位作为非对角线元素；产生大小为(m+d)×d的矩阵C和大小为d×(m+d)的矩阵C，其中矩阵C和矩阵C仅包括空循环移位等，以及其他步骤。,Apparatus and method for generating low density parity codes for incremental redundant HARQ communication devices,Huawei Technology Co. Ltd.,"The invention relates to an apparatus and a method for generating a second primitive graph matrix P of size (m × n) based on a first primitive graph matrix P of size m × n, wherein the first primitive graph matrix P defines a first code H, wherein the second primitive graph matrix P defines a second code H. The apparatus includes a processor for generating an auxiliary primitive graph matrix of size (masked d) × (nimd) using row splitting based on the first primitive graph matrix P; generating d random integers, wherein d random integers; generating a binary matrix M of size d × (nimble m), wherein the rows of the binary matrix M are generated based on d random integers; and generating matrix M'by raising the binary matrix M. A matrix I of size d × d is generated, wherein the matrix I has a zero cyclic shift as a diagonal element and an empty cyclic shift as a non-diagonal element; a matrix C of size (massid) × d and a matrix C of size d × (massid) are generated, wherein matrix C and matrix C only include empty cyclic shift and other steps.",0
11,01b2aecb45e9169a739b7f5ef7f83710,一种无线通信系统的屏蔽方法和装置,京信通信系统(中国)有限公司,本发明实施例涉及通信领域，尤其涉及一种无线通信系统的屏蔽方法和装置，用于对下行子帧的参考导频信号占用的时频位置进行干扰。本发明实施例中，通过空口侦听获得待屏蔽小区的配置信息，配置信息中包括小区频点、帧定时、时隙定时及接收功率；根据帧定时和时隙定时，确定待屏蔽小区的参考导频信号占用的时频位置；根据小区频点及接收功率，生成同频干扰信号；将同频干扰信号加载至参考导频信号占用的时频位置，以使屏蔽系统在下行子帧的参考导频信号占用的时频位置加载干扰信号。,Shielding method and device for wireless communication system,"Jingxin Communication Systems (China) Co., Ltd.","The embodiment of the invention relates to the communication field, in particular to a shielding method and a device of a wireless communication system, which are used for interfering the time-frequency position occupied by the reference pilot signal of the downlink subframe. In the embodiment of the invention, the configuration information of the cell to be shielded is obtained through empty port listening, and the configuration information includes cell frequency point, frame timing, time slot timing and receiving power; according to the frame timing and time slot timing, the time-frequency position occupied by the reference pilot signal of the cell to be shielded is determined; according to the cell frequency point and receiving power, the co-frequency interference signal is generated. The co-frequency interference signal is loaded into the time-frequency position occupied by the reference pilot signal so that the shielding system loads the interference signal at the time-frequency position occupied by the reference pilot signal of the downlink subframe.",0
12,1504398c01aa5f2d1edc96f461e06789,路由发布方法和装置,新华三技术有限公司,本申请提供了路由发布方法和装置。本申请中，网络设备通过控制路由的发布速度，使得路由在发布之前成功下发至硬件，避免因为路由已发布但还未下发至硬件的情况，防止流量中断。,Route publishing method and device,"Xinhua San Technology Co., Ltd.","The present application provides a route issuing method and a device. In this application, the network device controls the release speed of the route so that the route is successfully sent to the hardware before it is released, so as to avoid traffic interruption because the route has been issued but has not yet been sent to the hardware.",0
13,0558ee762884b8905d23c1a13bbd268a,光收发器节点中实现的方法以及光收发器节点,华为技术有限公司,第一光收发器节点包括：激光器，用于发射输入光信号；第一分光器，耦合到该激光器，并用于将该输入光信号分离为本振(LO)光信号和未调制光信号；以及接收器，耦合到该第一分光器，并用于：从该第一分光器接收该LO光信号；从第二光收发器节点接收调制光信号，其中该调制光信号为该未调制光信号的调制后版本；并使用该LO光信号来执行该调制光信号的相位噪声消除。,Method for implementation in optical transceiver node and optical transceiver node,Huawei Technology Co. Ltd.,"The first optical transceiver node includes a laser for emitting an input optical signal, a first optical splitter coupled to the laser and used for separating the input optical signal into a LO optical signal and an unmodulated optical signal, and a receiver coupled to the first optical splitter for receiving the LO optical signal from the first splitter. A modulated optical signal is received from a second optical transceiver node, wherein the modulated optical signal is a modulated version of the unmodulated optical signal, and the LO optical signal is used to perform phase noise cancellation of the modulated optical signal.",0
14,b5a69bdd9ca4b2eddd49a8c9e3dca3b7,一种基于图着色理论的共存无线体域网间干扰消除方法,北京邮电大学,"本发明公开了一种基于图着色理论的共存无线体域网间干扰消除方法。该方法包括干扰图构建和图着色两个阶段，其中在干扰图构建阶段，首先确定源节点与本网内协调器的上行通信方式为直接传输还是利用中继进行转发；然后以与源节点对应的接收端距离最远的干扰节点为参考，通过测量其干扰信号强度为源节点建立干扰集。在图着色阶段，将不同时隙映射为不同的颜色，首先通过为相互干扰的节点分配不同的颜色来缓解网间干扰；然后根据传感器节点采集数据的多样性，为对数据传输速率需求较高的节点分配多种颜色，以进一步提高网络的服务质量(Quality??of??Service,QoS)，资源利用率以及网络容量。",A method of Internetwork interference cancellation in coexistence Wireless Domain based on Graph Coloring Theory,Beijing University of posts and Telecommunications,"The invention discloses a method for eliminating inter-network interference in a coexisting wireless domain based on graph coloring theory. The method includes two stages: interference graph construction and graph coloring, in which, in the interference graph construction stage, it is determined whether the uplink communication mode between the source node and the coordinator in the network is transmitted directly or forwarded by relay; then, taking the interference node with the furthest distance from the receiver corresponding to the source node as the reference, the interference set is established for the source node by measuring its interference signal strength. In the graph coloring stage, different time slots are mapped to different colors, firstly, different colors are assigned to the nodes that interfere with each other to alleviate the inter-network interference; then, according to the diversity of data collected by sensor nodes, multiple colors are assigned to the nodes with high data transmission rate, so as to further improve the quality of service (Quality??of??Service,QoS), resource utilization and network capacity of the network.",0
15,010afde9fad59e6982be497f8b77a681,用于自适应调制和编码AMC的方法和AMC控制器,三菱电机株式会社,在高级自适应调制和编码(AMC)方案中，根据调制格式和可变迭代接收器来调整用于低密度奇偶校验(LDPC)码的代码速率和奇偶校验矩阵(PCM)。用于PCM调整的度分布由启发式优化来设计，以经由用于有限迭代解码的外在信息转移(EXIT)轨迹分析来使所需SNR最小化。该方法通过生成用于准循环LDPC卷积编码的空间耦合PCM来使用动态窗口解码。该方法还提供了共同优化用于高阶和高维调制的标记和解码复杂性的方式。将大量不同LDPC码用于各种调制格式和可变迭代解码的问题还通过跨迭代计数的线性依赖PCM调整以保持使用公共生成器矩阵来解决。该PCM调整可以改善置信传播解码的收敛速度并减轻错误平台问题。,Method and AMC controller for adaptive modulation and coding AMC,"Mitsubishi Electric Co., Ltd.","In an advanced adaptive modulation and coding (AMC) scheme, the code rate and parity matrix (PCM) for low-density parity-check (LDPC) codes are adjusted according to the modulation format and the variable iterative receiver. The degree distribution for PCM adjustment is designed by heuristic optimization to minimize the required SNR through external information transfer (EXIT) trajectory analysis for finite iterative decoding. The method uses dynamic window decoding by generating a spatially coupled PCM for quasi-cyclic LDPC convolutional coding. The method also provides a way to jointly optimize the marking and decoding complexity for high-order and high-dimensional modulation. The problem of using a large number of different LDPC codes for various modulation formats and variable iterative decoding is also solved by linearly dependent PCM adjustments across iterative counts to maintain the use of a common generator matrix. The PCM adjustment can improve the convergence speed of confidence propagation decoding and reduce the problem of error platform.",0
16,c03c98061390360123650ed3f0c87403,连续变量量子密钥分发关键参数实时监控方法,上海交通大学,本发明公开了一种连续变量量子密钥分发关键参数实时监控方法，包括以下步骤：发送端发送一段数据，接收端进行散粒噪声方差N的标定，之后开始建立通信，一帧一帧的发送数据；发送端发送数据帧并对调制后的量子信号的方差进行监控，接收端进行测量后得到一段双方共有的数据串；接收端知道发送端的帧头数据，测量完成后接收端又得到了此段数据经高斯衰减信道传输后的测量值，接收端利用信道模型和参数估计算法公式去评估信道的透过率T和过噪声方差V；当前帧发送完毕后，等待下一帧数据发送，然后发送端和接收端重复上两个步骤的参数估计过程从而得到实时的参数估计结果。本发明使得系统资源的耗费尽可能的得到了降低，且获得了很好的实时性。,Real-time Monitoring method for key parameters of continuous variable Quantum key Distribution,Shanghai Jiaotong University,"The invention discloses a real-time monitoring method for the key parameters of continuous variable quantum key distribution, which comprises the following steps: the sending end sends a section of data, the receiving end calibrates the shot noise variance N, and then begins to establish communication. send data frame by frame; the sender sends data frames and monitors the variance of the modulated quantum signal, and the receiver obtains a common data string after measurement. The receiver knows the frame header data of the sender, and after the measurement is completed, the receiver gets the measured value of the data transmitted through the Gaussian attenuation channel. The receiver uses the channel model and parameter estimation algorithm formula to evaluate the channel transmittance T and over-noise variance V After the current frame is sent, wait for the next frame data to be sent, and then the sender and receiver repeat the parameter estimation process of the previous two steps to get the real-time parameter estimation results. The invention reduces the consumption of system resources as much as possible, and obtains good real-time performance.",0
17,453aacac5e923e1b2e3927ce3edd3947,一种应用于5G-V2X车联网通信系统的三极化车载天线,深圳大学,本发明提供了一种应用于5G??V2X车联网通信系统的三极化车载天线，包括圆形介质板、方形介质板、馈电结构、八组倒L形单元；圆形介质板，设置于方形介质板下方，所述圆形介质板中间设有全向辐射单元，负责5.85??5.925GHz直连通信频段；方形介质板，位于圆形介质板的全向辐射单元上方，方形介质板中心与圆形介质板中心处于同一垂直中心线上，且方形介质板的面积小于圆形介质板的面积，所述方形介质板上设有定向辐射单元，负责3.30??3.60GHz，4.80??5.00GHz频段内宽覆盖面的定向辐射。该天线同时具备三极化，低交叉极化，高端口隔离度，定向辐射模式宽波束，全向辐射模式低不圆度，且在方位角平面上实现较高增益的特性，满足5G??V2X要求。,A three-polarization vehicle Antenna used in 5G-V2X vehicle Network Communication system,Shenzhen University,"The invention provides a three-polarization vehicle antenna applied to a 5G??V2X vehicle network communication system, comprising a circular dielectric plate, a square dielectric plate, a feed structure and eight groups of inverted L-shaped units; a circular dielectric plate is arranged under the square dielectric plate, and an omni-directional radiation unit is arranged in the middle of the circular dielectric plate, which is responsible for the 5.85??5.925GHz directly connected communication frequency band. The square dielectric plate is located above the omni-directional radiation unit of the circular dielectric plate, the center of the square dielectric plate and the center of the circular dielectric plate are on the same vertical centerline, and the area of the square dielectric plate is smaller than that of the circular dielectric plate. The square dielectric plate is provided with a directional radiation unit, which is responsible for the directional radiation of the wide coverage in the 3.30 GHz 3.60 GHz frequency band. The antenna also has the characteristics of three-polarization, low cross-polarization, high-end port isolation, wide beam in directional radiation mode, low unroundness in omni-directional radiation mode, and high gain in azimuth plane, which meets the requirements of 5G??V2X.",0
18,6eb0f8636bdd626e99a9323ae9fb4e86,一种通讯天线调整设备,黄玉琴,本实用新型公开了一种通讯天线调整设备，包括底板，底板的顶端固定连接有支撑座，支撑座的顶部通过销轴转动连接有铰接块，铰接块的顶端固定焊接有通讯天线本体，通讯天线本体底端的一侧铰接有第一螺杆，第一螺杆的底端螺纹套接有第一内螺纹管，底板顶端的一侧开设有矩形开槽，矩形开槽的一侧内壁等间隔开设有多个卡齿，第一内螺纹管的底部固定套接有传动齿轮，第一内螺纹管的中部设置有平移机构。本实用新型利用第一螺杆、第一内螺纹管、矩形开槽、卡齿和传动齿轮的设置，再配合平移机构的使用，使得通过拉动第一内螺纹管，带动第一螺杆伸入或伸出第一内螺纹管，提高了通讯天线调节的便捷性和效率。,Communication antenna adjustment equipment,Huang Yuqin,"The utility model discloses a communication antenna adjustment device, which comprises a bottom plate, the top end of the base plate is fixedly connected with a support seat, the top of the support seat is connected with a hinge block through a pin rotation, and the top end of the hinge block is fixedly welded with a communication antenna body. The bottom end of the communication antenna body is hinged with a first screw, the bottom thread of the first screw is connected with a first inner threaded pipe, and the top side of the base plate is provided with a rectangular slot. A plurality of clamping teeth are arranged at equal intervals on one side of the rectangular slotted inner wall, the bottom of the first inner threaded pipe is fixedly sleeved with a transmission gear, and the middle part of the first inner threaded pipe is provided with a translation mechanism. The utility model makes use of the setting of the first screw, the first inner threaded pipe, the rectangular slotting, the clamping tooth and the transmission gear, together with the use of the translation mechanism, to drive the first screw into or protrude the first inner threaded pipe by pulling the first inner threaded tube. the convenience and efficiency of communication antenna adjustment are improved.",0
19,a87eaa7d53e15f82812faf1272548249,基于端口控制的网络安全隧道建立方法,常州中价之星软件技术有限公司,本发明涉及一种基于端口控制的网络安全隧道建立方法，包括：建立桥接主控；远程客户端与桥接主控建立连接；网络映射器与桥接主控建立连接；网络映射器向桥接主控发送映射请求命令；桥接主控向对应远程客户端的发送启动连接命令；远程客户端接收到连接命令，向目标地址发起连接；连接成功后，远程客户端与桥接主控建立新连接，桥接主控将远程客户端新创建的数据连接与网络映射器发起的数据连接逻辑上关联起来，并负责数据转发。该基于端口控制的网络安全隧道建立方法通过端口远程映射技术，来访问原本无法直连，跨内网段，跨防火墙的网络服务，采用集中化管理，在安全性方面可提供高约束性的映射管理，也可以使用高度灵活的按需动态配置功能。,A method of establishing Network Security Tunnel based on Port Control,"Changzhou medium Price Star Software Technology Co., Ltd.","The invention relates to a method for establishing a network security tunnel based on port control, which comprises: establishing a bridge master; establishing a connection between a remote client and a bridge master; establishing a connection between a network mapper and a bridge master; a network mapper sends a mapping request command to the bridge master; a bridge master sends a start connection command to the corresponding remote client; the remote client receives the connection command and initiates the connection to the target address. After the connection is successful, the remote client establishes a new connection with the bridging master, which logically associates the newly created data connection of the remote client with the data connection initiated by the network mapper, and is responsible for data forwarding. The network security tunnel establishment method based on port control uses port remote mapping technology to access network services that could not be directly connected, across internal network segments and across firewalls, and adopts centralized management. it can provide highly constrained mapping management in terms of security, and can also use highly flexible dynamic configuration on demand.",0
